generation,best_reward,mean_reward,reward_std,best_ever_reward
175,13.40000057220459,7.506250381469727,2.9514760971069336,15.5
176,12.800000190734863,7.723437309265137,2.4296181201934814,15.5
177,13.100000381469727,7.310937881469727,2.7502338886260986,15.5
178,13.300000190734863,6.079687595367432,2.8427088260650635,15.5
179,13.300000190734863,7.120312690734863,3.355041980743408,15.5
180,14.40000057220459,8.495312690734863,3.0744121074676514,15.5
181,14.300000190734863,9.845312118530273,2.91434645652771,15.5
182,14.0,9.396875381469727,2.782757520675659,15.5
183,12.40000057220459,6.8203125,3.161990165710449,15.5
184,13.600000381469727,8.799999237060547,2.879887342453003,15.5
185,12.300000190734863,5.876562595367432,2.7966911792755127,15.5
186,13.199999809265137,7.393750190734863,2.5363528728485107,15.5
187,13.0,6.506250381469727,3.436107873916626,15.5
188,12.5,5.864062786102295,2.7525198459625244,15.5
189,13.699999809265137,8.881250381469727,3.02483868598938,15.5
190,14.40000057220459,8.971875190734863,3.3172593116760254,15.5
191,15.300000190734863,9.424999237060547,2.8877975940704346,15.5
192,10.699999809265137,5.21875,2.6901369094848633,15.5
193,15.40000057220459,9.676562309265137,3.4070122241973877,15.5
194,16.899999618530273,10.165624618530273,3.293991804122925,16.899999618530273
195,15.90000057220459,8.995312690734863,3.312685489654541,16.899999618530273
196,15.600000381469727,10.026562690734863,3.505676031112671,16.899999618530273
197,16.0,8.439062118530273,3.8462488651275635,16.899999618530273
198,17.200000762939453,10.653125762939453,3.818211793899536,17.200000762939453
199,14.90000057220459,9.362500190734863,3.4639439582824707,17.200000762939453
200,15.5,9.235937118530273,3.382046699523926,17.200000762939453
201,17.200000762939453,8.551563262939453,3.7997939586639404,17.200000762939453
202,15.5,8.24375057220459,3.5477490425109863,17.200000762939453
203,13.600000381469727,7.671875,3.500422716140747,17.200000762939453
204,20.0,12.381250381469727,4.006591320037842,20.0
205,18.100000381469727,11.796875953674316,3.6128664016723633,20.0
206,15.90000057220459,10.300000190734863,3.0147037506103516,20.0
207,16.100000381469727,10.185937881469727,3.4336962699890137,20.0
208,16.200000762939453,10.143749237060547,3.6210269927978516,20.0
209,15.40000057220459,9.675000190734863,3.275763511657715,20.0
210,15.300000190734863,8.545312881469727,3.0057201385498047,20.0
211,18.30000114440918,11.240625381469727,4.036734580993652,20.0
